code;classification
P02CX01;Pyrvinium
P02CX02;Bephenium
P02D;Препараты для лечения цестодозов
P02DA;Производные салициловой кислоты
P02DA01;Niclosamide
P02DX;Прочие препараты для лечения цестодоза
P02DX01;Desaspidin
P02DX02;Dichlorophen
P03;Препараты для уничтожения эктопаразитов (в т.ч. чесоточного клеща), инсектициды и репелленты
P03A;Препараты для уничтожения эктопаразитов (в т.ч. чесоточного клеща)
P03AA;Серосодержащие препараты
P03AA01;Dixanthogen
P03AA02;Potassium polysulphide
P03AA03;Mesulfen
P03AA04;Disulfiram
P03AA05;Thiram
P03AA54;Дисульфирам в комбинации с другими препаратами
P03AB;Хлорсодержащие препараты
P03AB01;Clofenotane
P03AB02;Lindane
P03AB51;Клофенотан в комбинации с другими препаратами
P03AC;Пиретрины (в т.ч. синтетические соединения)
P03AC01;Pyrethrum
P03AC02;Bioallethrin
P03AC03;Phenothrin
P03AC04;Permethrin
P03AC51;Пиретрум в комбинации с другими препаратами
P03AC52;Биоаллетрин в комбинации с другими препаратами
P03AC53;Фенотрин в комбинации с другими препаратами
P03AC54;Перметрин в комбинации с другими препаратами
P03AX;Прочие препараты для уничтожения эктопаразитов, включая чесоточного клеща
P03AX01;Benzyl benzoate
P03AX02;Copper oleinate
P03AX03;Malathion
P03AX04;Quassia
P03AX06;Benzyl alcohol
P03B;Инсектициды и репелленты
P03BA;Пиретрины
P03BA01;Cyfluthrin
P03BA02;Cypermethrin
P03BA03;Decamethrin
P03BA04;Tetramethrin
P03BX;Прочие инсектициды и репелленты
P03BX01;Diethyltoluamide
P03BX02;Dimethylphthalate
P03BX03;Dibutylphthalate
P03BX04;Dibutylsuccinate
P03BX05;Dimethylcarbate
P03BX06;Etohexadiol
R;Дыхательная система
R01;Препараты для лечения заболеваний носа
R01A;Деконгестанты и другие препараты для местного применения
R01AA;Симпатомиметики
R01AA02;Cyclopentamine
R01AA03;Ephedrine
R01AA04;Phenylephrine
R01AA05;Oxymetazoline
R01AA06;Tetryzoline
R01AA07;Xylometazoline
R01AA08;Naphazoline
R01AA09;Tramazoline
R01AA10;Metizoline
R01AA11;Tuaminoheptane
R01AA12;Fenoxazoline
R01AA13;Tymazoline
R01AA14;Epinephrine
R01AB;Симпатомиметики в комбинации с другими препаратами (исключая кортикостероиды)
R01AB01;Фенилэфрин в комбинации с другими препаратами
R01AB02;Нафазолин в комбинации с другими препаратами
R01AB03;Тетризолин в комбинации с другими препаратами
R01AB05;Эфедрин в комбинации с другими препаратами
R01AB06;Ксилометазолин в комбинации с другими препаратами
R01AB07;Оксиметазолин в комбинации с другими препаратами
R01AB08;Туаминогептан в комбинации с другими препаратами
R01AC;Противоаллергические препараты (исключая кортикостероиды)
R01AC01;Cromoglicic acid
R01AC02;Levocabastine
R01AC03;Azelastine
R01AC04;Antazoline
R01AC05;Spaglumic acid
R01AC06;Thonzylamine
R01AC07;Nedocromil
R01AC08;Olopatadine
R01AC51;Кромоглициевая кислота в комбинации с другими препаратами
R01AD;Кортикостероиды
R01AD01;Beclometasone
R01AD02;Prednisolone
R01AD03;Dexamethasone
R01AD04;Flunisolide
R01AD05;Budesonide
R01AD06;Betamethasone
R01AD07;Tixocortol
R01AD08;Fluticasone
R01AD09;Mometasone
R01AD11;Triamcinolone
R01AD12;Fluticasone furoate
R01AD52;Преднизолон в комбинации с другими препаратамм
R01AD53;Дексаметазон в комбинации с другими препаратами
R01AD57;Тиксокортол в комбинации с другими препаратами
R01AD58;fluticasone, combinations
R01AD60;Гидрокортизон в комбинации с другими препаратами
R01AX;Прочие препараты для местного применения при заболеваниях носа
R01AX01;Calcium hexamine thiocyanate
R01AX02;Retinol
R01AX03;Ipratropium bromide
R01AX05;Ritiometan
R01AX06;Mupirocin
R01AX07;Hexamidine
R01AX08;Framycetin
R01AX09;Hyaluronic acid
R01AX10;Прочие препараты
R01AX30;Комбинированные препараты
R01B;Деконгестанты для системного применения
R01BA;Симпатомиметики
R01BA01;Phenylpropanolamine
R01BA02;Pseudoephedrine
R01BA03;Phenylephrine
R01BA51;Фенилпропаноламин в комбинации с другими препаратами
R01BA52;Псевдоэфедрин в комбинации с другими препаратами
R01BA53;Фенилэфрин в комбинации с другими препаратами
R02;Препараты для лечения заболеваний глотки
R02A;Препараты для лечения заболеваний глотки
R02AA;Антисептики
R02AA01;Ambazone
R02AA02;Dequalinium
R02AA03;Dichlorobenzyl alcohol
R02AA05;Chlorhexidine
R02AA06;Cetylpyridinium
R02AA09;Benzethonium
R02AA10;Myristyl-benzalkonium
R02AA11;Chlorquinaldol
R02AA12;Hexylresorcinol
R02AA13;Acriflavinium chloride
R02AA14;Oxyquinoline
R02AA15;Povidone-iodine
R02AA16;Benzalkonium
R02AA17;Cetrimonium
R02AA18;Hexamidine
R02AA19;Phenol
R02AA20;Прочие антисептики
R02AA21;Octenidine
R02AB;Антибиотики
R02AB01;Neomycin
R02AB02;Tyrothricin
R02AB03;Fusafungine
R02AB04;Bacitracin
R02AB30;Gramicidin
R02AD;Местные анестетики
R02AD01;Benzocaine
R02AD02;Lidocaine
R02AD03;Cocaine
R02AD04;Dyclonine
R02AX;Другие препараты для лечения заболеваний глотки
R02AX01;Flurbiprofen
R02AX02;Ibuprofen
R03;Препараты для лечения бронхиальной астмы
R03A;Симпатомиметики для ингаляционного применения
R03AA;Альфа- и бета-адреномиметики
R03AA01;Epinephrine
R03AB;Неселективные бета-адреномиметики
R03AB02;Isoprenaline
R03AB03;Orciprenaline
R03AC;Селективные бета-2-адреномиметики
R03AC02;Salbutamol
R03AC03;Terbutaline
R03AC04;Fenoterol
R03AC05;Rimiterol
R03AC06;Hexoprenaline
R03AC07;Isoetarine
R03AC08;Pirbuterol
R03AC09;Tretoquinol
R03AC10;Carbuterol
R03AC11;Tulobuterol
R03AC12;Salmeterol
R03AC13;Formoterol
R03AC14;Clenbuterol
R03AC15;Reproterol
R03AC16;Procaterol
R03AC17;Bitolterol
R03AC18;Indacaterol
R03AC19;Olodaterol
R03AH;Комбинации симпатомиметиков
R03AK;Симпатомиметики в комбинации с кортикостероидами или другими препаратами, исключая антихолинергические препараты
R03AK01;Эпинефрин в комбинации с другими препаратами
R03AK02;Изопреналин в комбинации с другими препаратами
R03AK04;Сальбутамол и натрия кромогликат
R03AK05;Репротерол и натрия кромогликат
R03AK06;Салметерол и флутиказон
R03AK07;Формотерол и будесонид
R03AK08;Формотерол и беклометазон
R03AK09;Формотерол и мометазон
R03AK10;Вилантерол и флутиказона фуроат
R03AK11;Формотерол и флутиказон
R03AK12;Салметерол и будесонид
R03AK13;Сальбутамол и беклометазон
R03AL;Симпатомиметики в комбинации с антихолинергическими препаратами
R03AL01;Фенотерол и ипратропия бромид
R03AL02;Сальбутамол и ипратропия бромид
R03AL03;Вилантерол и умеклидиния бромид
R03AL04;Индакатерол и гликопиррония бромид
R03AL05;Формотерол и аклидиния бромид
R03AL06;Олодатерол и тиотропия бромид
R03AL07;Формотерол и гликопиррония бромид
R03AL08;Вилантерол+Умеклидиния бромид+Флутиказона фуроат
R03AL09;Формотерол+Гликопиррония бромид+Беклометазон
R03B;Другие препараты для ингаляционного применения для лечения бронхиальной астмы
R03BA;Глюкокортикоиды
R03BA01;Beclometasone
R03BA02;Budesonide
R03BA03;Flunisolide
R03BA04;Betamethasone
R03BA05;Fluticasone
R03BA06;Triamcinolone
R03BA07;Mometasone
R03BA08;Ciclesonide
R03BB;Холиноблокаторы
R03BB01;Ipratropium bromide
R03BB02;Oxitropium bromide
R03BB03;Препараты дурмана
R03BB04;Tiotropium bromide
R03BB05;Aclidinium bromide
R03BB06;Glycopyrronium bromide
R03BB07;Umeclidinium bromide
R03BC;Противоаллергические препараты (исключая глюкокортикоиды)
R03BC01;Cromoglicic acid
R03BC03;Nedocromil
R03BX;Прочие препараты для ингаляционного применения для лечения бронхиальной астмы
R03BX01;Fenspiride
R03C;Симпатомиметики для системного применения
R03CA;Альфа- и бета-адреномиметики
R03CA02;Ephedrine
R03CB;Неселективные бета-адреномиметики
R03CB01;Isoprenaline
R03CB02;Methoxyphenamine
R03CB03;Orciprenaline
R03CB51;Изопреналин в комбинации с другими препаратами
R03CB53;Орципреналин в комбинации с другими препаратами
R03CC;Селективные бета-2-адреномиметики
R03CC02;Salbutamol
R03CC03;Terbutaline
R03CC04;Fenoterol
R03CC05;Hexoprenaline
R03CC06;Isoetarine
R03CC07;Pirbuterol
R03CC08;Procaterol
R03CC09;Tretoquinol
R03CC10;Carbuterol
R03CC11;Tulobuterol
R03CC12;Bambuterol
R03CC13;Clenbuterol
R03CC14;Reproterol
R03CC53;Тербуталин в комбинации с другими препаратами
R03CK;Симпатомиметики в комбинации с другими препаратами
R03D;Другие препараты для лечения бронхиальной астмы для системного применения
R03DA;Производные ксантина
R03DA01;Diprophylline
R03DA02;Choline theophyllinate
R03DA03;Proxyphylline
R03DA04;Theophylline
R03DA05;Aminophylline
R03DA06;Etamiphylline
R03DA07;Theobromine
R03DA08;Bamifylline
R03DA09;Acefylline piperazine
R03DA10;Bufylline
R03DA11;Doxofylline
R03DA20;Комбинации производных ксантина
R03DA51;Дипрофиллин в комбинации с другими препаратами
R03DA54;Теофиллин в комбинации с другими препаратами (исключая психолептики)
R03DA55;Аминофиллин в комбинации с другими препаратами
R03DA57;Теобромин в комбинации с другими препаратами
R03DA74;Теофиллин в комбинации с психолептиками
R03DB;Производные ксантина в комбинации с симпатомиметиками
R03DB01;Дипрофиллин в комбинации с симпатомиметиками
R03DB02;Холина теофиллинат в комбинации с симпатомиметиками
R03DB03;Проксифиллин в комбинации с симпатомиметиками
R03DB04;Теофиллин в комбинации с симпатомиметиками
R03DB05;Аминофиллин в комбинации с симпатомиметиками
R03DB06;Этамифиллин в комбинации с симпатомиметиками
R03DC;Антагонисты лейкотриеновых рецепторов
R03DC01;Zafirlukast
R03DC02;Pranlukast
R03DC03;Montelukast
R03DC04;Ibudilast
R03DC53;Монтелукаст в комбинации с другими препаратами
R03DX;Прочие препараты для лечения бронхиальной астмы для системного применения
R03DX01;Amlexanox
R03DX02;Eprozinol
R03DX03;Fenspiride
R03DX04;Ibudilast
R03DX05;Omalizumab
R03DX06;Seratrodast
R03DX07;Roflumilast
R03DX08;Reslizumab
R03DX09;Mepolizumab
R03DX10;Benralizumab
R05;Препараты, применяемые при кашле и простудных заболеваниях
R05C;Отхаркивающие препараты (исключая комбинации с противокашлевыми препаратами)
R05CA;Отхаркивающие препараты
R05CA01;Tyloxapol
R05CA02;Potassium iodide
R05CA03;Guaifenesin
R05CA04;Ipecacuanha
R05CA05;Althea root
R05CA06;Senega
R05CA07;Antimony pentasulphide
R05CA08;Creosote
R05CA09;Guaiacolsulfonate
R05CA10;Комбинированные препараты
R05CA11;Levoverbenone
R05CA12;Hederae helicis folium
R05CA13;Cineole
R05CB;Муколитики
R05CB01;Acetylcysteine
R05CB02;Bromhexine
R05CB03;Carbocisteine
R05CB04;Eprazinone
R05CB05;Mesna
R05CB06;Ambroxol
R05CB07;Sobrerol
R05CB08;Domiodol
R05CB09;Letosteine
R05CB10;Комбинированные препараты
R05CB11;Stepronin
R05CB12;Tiopronin
R05CB13;Dornase alfa (desoxyribonuclease)
R05CB14;Neltenexine
R05CB15;Erdosteine
R05CB16;Mannitol
R05D;Противокашлевые препараты (исключая комбинации с отхаркивающими препаратами)
R05DA;Алкалоиды опия и его производные
R05DA01;Ethylmorphine
R05DA03;Hydrocodone
R05DA04;Codeine
R05DA05;Алкалоиды опия с морфином
R05DA06;Normethadone
R05DA07;Noscapine
R05DA08;Pholcodine
R05DA09;Dextromethorphan
R05DA10;Thebacon
R05DA11;Dimemorfan
R05DA12;Acetyldihydrocodeine
R05DA20;Комбинированные препараты
R05DB;Прочие противокашлевые препараты
R05DB01;Benzonatate
R05DB02;Benproperine
R05DB03;Clobutinol
R05DB04;Isoaminile
R05DB05;Pentoxyverine
R05DB07;Oxolamine
R05DB09;Oxeladin
R05DB10;Clofedanol
R05DB11;Pipazetate
R05DB12;Bibenzonium bromide
R05DB13;Butamirate
R05DB14;Fedrilate
R05DB15;Zipeprol
R05DB16;Dibunate
R05DB17;Droxypropine
R05DB18;Prenoxdiazine
R05DB19;Dropropizine
R05DB20;Комбинированные препараты
R05DB21;Cloperastine
R05DB22;Meprotixol
R05DB23;Piperidione
R05DB24;Tipepidine
R05DB25;Morclofone
R05DB26;Nepinalone
R05DB27;Levodropropizine
R05DB28;Dimethoxanate
R05F;Противокашлевые препараты в комбинации с отхаркивающими препаратами
R05FA;Производные опия в комбинации с отхаркивающими препаратами
R05FA01;Производые опия в комбинации с муколитиками
R05FA02;Производные опия в комбинации с отхаркивающими препаратами
R05FB;Прочие противокашлевые препараты в комбинации с отхаркивающими препаратами
R05FB01;Противокашлевые препараты в комбинации с муколитиками
R05FB02;Противокашлевые препараты в комбинации с отхаркивающими препаратами
R05X;Другие комбинированные препараты, применяемые при простудных заболеваниях
R06;Антигистаминные препараты для системного применения
R06A;Антигистаминные препараты для системного применения
R06AA;Аминоалкильные эфиры
R06AA01;Bromazine
R06AA02;Diphenhydramine
R06AA04;Clemastine
R06AA06;Chlorphenoxamine
R06AA07;Diphenylpyraline
R06AA08;Carbinoxamine
R06AA09;Doxylamine
R06AA52;Дифенгидрамин в комбинации с другими препаратами
R06AA54;Клемастин в комбинации с другими препаратами
R06AA56;Хлорфеноксамин в комбинации с другими препаратами
R06AA57;Дифенилпиралин в комбинации с другими препаратами
R06AB;Алкиламины замещенные
R06AB01;Brompheniramine
R06AB02;Dexchlorpheniramine
R06AB03;Dimetindene
R06AB04;Chlorphenamine
R06AB05;Pheniramine
R06AB06;Dexbrompheniramine
R06AB07;Talastine
R06AB51;Бромфенирамин в комбинации с другими препаратами
R06AB52;Дексхлорфенирамин в комбинации с другими препаратами
R06AB54;Хлорфенамин в комбинации с другими препаратами
R06AB56;Дексбромфенирамин в комбинации с другими препаратами
R06AC;Этилендиамины замещенные
R06AC01;Mepyramine
R06AC02;Histapyrrodine
R06AC03;Chloropyramine
R06AC04;Tripelennamine
R06AC05;Methapyrilene
R06AC06;Thonzylamine
R06AC52;Гистапирродин в комбинации с другими препаратами
R06AC53;Хлоропирамин в комбинации с другими препаратами
R06AD;Производные фенотиазина
R06AD01;Alimemazine
R06AD02;Promethazine
R06AD03;Thiethylperazine
R06AD04;Methdilazine
R06AD05;Hydroxyethylpromethazine
R06AD06;Thiazinam
R06AD07;Mequitazine
R06AD08;Oxomemazine
R06AD09;Isothipendyl
R06AD52;Прометазин в комбинации с другими препаратами
R06AD55;Гидроксиэтилпрометазин в комбинации с другими препаратами
R06AE;Производные пиперазина
R06AE01;Buclizine
R06AE03;Cyclizine
R06AE04;Chlorcyclizine
R06AE05;Meclozine
R06AE06;Oxatomide
R06AE07;Cetirizine
R06AE09;Levocetirizine
R06AE51;Буклизин в комбинации с другими препаратами
R06AE53;Циклизин в комбинации с другими препаратами
R06AE55;Меклозин в комбинации с другими препаратами
R06AK;Комбинации антигистаминных препаратов
R06AX;Прочие антигистаминные препараты для системного применения
R06AX01;Bamipine
R06AX02;Cyproheptadine
R06AX03;Thenalidine
R06AX04;Phenindamine
R06AX05;Antazoline
R06AX07;Triprolidine
R06AX08;Pyrrobutamine
R06AX09;Azatadine
R06AX11;Astemizole
R06AX12;Terfenadine
R06AX13;Loratadine
R06AX15;Mebhydrolin
R06AX16;Deptropine
R06AX17;Ketotifen
R06AX18;Acrivastine
R06AX19;Azelastine
R06AX21;Tritoqualine
R06AX22;Ebastine
R06AX23;Pimethixene
R06AX24;Epinastine
R06AX25;Mizolastine
R06AX26;Fexofenadine
R06AX27;Desloratadine
R06AX28;Rupatadine
R06AX29;Bilastine
R06AX31;Quifenadine
R06AX32;Sequifenadine
R06AX53;Теналидин в комбинации с другими препаратами
R06AX58;Пирробутамин в комбинации с другими препаратами
R07;Другие препараты для лечения заболеваний органов дыхания
R07A;Другие препараты для лечения заболеваний органов дыхания
R07AA;Легочные сурфактанты
R07AA01;Colfosceril palmitate
R07AA02;Природные фосфолипиды
R07AA30;Комбинированные препараты
R07AB;Дыхательные стимуляторы
R07AB01;Doxapram
R07AB02;Nikethamide
R07AB03;Pentetrazol
R07AB04;Etamivan
R07AB05;Bemegride
R07AB06;Prethcamide
R07AB07;Almitrine
R07AB08;Dimefline
R07AB09;Mepixanox
R07AB52;Никетамид в комбинации с другими препаратами
R07AB53;Пентетразол в комбинации с другими препаратами
R07AX;Прочие препараты для лечения заболеваний органов дыхания
R07AX01;Nitric oxide
R07AX30;Ивакафтор и лумакафтор
S;Препараты для лечения заболеваний органов чувств
S01;Препараты для лечения заболеваний глаз
S01A;Противомикробные препараты
S01AA;Антибиотики
S01AA01;Chloramphenicol
S01AA02;Chlortetracycline
S01AA03;Neomycin
S01AA04;Oxytetracycline
S01AA05;Tyrothricin
S01AA07;Framycetin
S01AA09;Tetracycline
S01AA10;Natamycin
S01AA11;Gentamicin
S01AA12;Tobramycin
S01AA13;Fusidic acid
S01AA14;Benzylpenicillin
S01AA15;Dihydrostreptomycin
S01AA16;Rifamycine
S01AA17;Erythromycin
S01AA18;Polymyxin B
S01AA19;Ampicillin
S01AA20;Антибиотики в комбинации с другими препаратами
S01AA21;Amikacin
S01AA22;Micronomicin
S01AA23;Netilmicin
S01AA24;Kanamycin
S01AA25;Azidamfenicol
S01AA26;Azithromycin
S01AA30;Комбинации различных антибиотиков
S01AB;Сульфонамиды
S01AB01;Sulfamethizole
S01AB02;Sulfafurazole
S01AB03;Sulfadicramide
S01AB04;Sulfacetamide
S01AB05;Sulfafenazol
S01AD;Противовирусные препараты
S01AD01;Idoxuridine
S01AD02;Trifluridine
S01AD03;Aciclovir
S01AD05;Interferon
S01AD06;Vidarabine
S01AD07;Famciclovir
S01AD08;Fomivirsen
S01AD09;Ganciclovir
S01AE;Фторхинолоны
S01AE03;Ciprofloxacin
S01AE05;Levofloxacin
S01AE06;Gatifloxacin
S01AE07;Moxifloxacin
S01AX;Прочие противомикробные препараты
S01AX01;Соединения ртути
S01AX02;Соединения серебра
S01AX03;Соединения цинка
S01AX04;Nitrofural
S01AX05;Bibrocathol
S01AX06;Resorcinol
S01AX07;Sodium borate
S01AX08;Hexamidine
S01AX09;Chlorhexidine
S01AX10;Sodium propionate
S01AX11;Ofloxacin
S01AX12;Norfloxacin
S01AX13;Ciprofloxacin
S01AX14;Dibrompropamidine
S01AX15;Propamidine
S01AX16;Picloxydine
S01AX17;Lomefloxacin
S01AX18;Povidone-iodine
S01B;Противовоспалительные препараты
S01BA;Кортикостероиды
S01BA01;Dexamethasone
S01BA02;Hydrocortisone
S01BA03;Cortisone
S01BA04;Prednisolone
S01BA05;Triamcinolone
S01BA06;Betamethasone
S01BA07;Fluorometholone
S01BA08;Medrysone
S01BA09;Clobetasone
S01BA10;Alclometasone
S01BA11;Desonide
S01BA12;Formocortal
S01BA13;Rimexolone
S01BA14;Loteprednol
S01BA15;Fluocinolone acetonide
S01BB;Кортикостероиды в комбинации с мидриатиками
S01BB01;Гидрокортизон в комбинации с мидриатиками
S01BB02;Преднизолон в комбинации с мидриатиками
S01BB03;Фторметолон в комбинации с мидриатиками
S01BB04;Бетаметазон в комбинации с мидриатиками
S01BC;Нестероидные противовоспалительные препараты (НПВП)
S01BC01;Indometacin
S01BC02;Oxyphenbutazone
S01BC03;Diclofenac
S01BC04;Flurbiprofen
S01BC05;Ketorolac
S01BC06;Piroxicam
S01BC07;Bendazac
S01BC08;Salicylic acid
S01BC09;Pranoprofen
S01BC10;Nepafenac
S01BC11;Bromfenac
S01C;Противовоспалительные препараты в комбинации с противомикробными препаратами
S01CA;Кортикостероиды в комбинации с противомикробными препаратами
S01CA01;Дексаметазон в комбинации с противомикробными препаратами
S01CA02;Преднизолон в комбинации с противомикробными препаратами
S01CA03;Гидрокортизон в комбинации с противомикробными препаратами
S01CA04;Флуокортолон в комбинации с противомикробными препаратами
S01CA05;Бетаметазон в комбинации с противомикробными препаратами
S01CA06;Флудрокортизон в комбинации с противомикробными препаратами
S01CA07;Фторметолон в комбинации с противомикробными препаратами
S01CA08;Метилпреднизолон в комбинации с противомикробными препаратами
S01CA09;Хлорпреднизолон в комбинации с противомикробными препаратами
S01CA10;Флуоцинолон ацетонид в комбинации с противомикробными препаратами
S01CA11;Клобетазон в комбинации с противомикробными препаратами
S01CB;Кортикостероиды в комбинации с противомикробными препаратами и мидриатиками
S01CB01;Дексаметазон в комбинации с противомикробными препаратами и мидриатиками
S01CB02;Преднизолон в комбинации с противомикробными препаратами и мидриатиками
S01CB03;Гидрокортизон в комбинации с противомикробными препаратами и мидриатиками
S01CB04;Бетаметазон в комбинации с противомикробными препаратами и мидриатиками
S01CB05;Фторметолон в комбинации с противомикробными препаратами и мидриатиками
S01CC;НПВС в комбинации с противомикробными препаратами
S01CC01;Диклофенак в комбинации с противомикробными препаратами
S01E;Противоглаукомные препараты и миотики
S01EA;Симпатомиметики для лечения глаукомы
S01EA01;Epinephrine
S01EA02;Dipivefrine
S01EA03;Apraclonidine
S01EA04;Clonidine
S01EA05;Brimonidine
S01EA51;Эпинефрин в комбинации с другими препаратами
S01EB;Парасимпатомиметики
S01EB01;Pilocarpine
S01EB02;Carbachol
S01EB03;Ecothiopate
S01EB04;Demecarium
S01EB05;Physostigmine
S01EB06;Neostigmine
S01EB07;Fluostigmine
S01EB08;Aceclidine
S01EB09;Acetylcholine
S01EB10;Paraoxon
S01EB51;Пилокарпин в комбинации с другими препаратами
S01EB58;Ацеклидин в комбинации с другими препаратами
S01EC;Ингибиторы карбоангидразы
S01EC01;Acetazolamide
S01EC02;Diclofenamide
S01EC03;Dorzolamide
S01EC04;Brinzolamide
S01EC05;Methazolamide
S01EC54;Brinzolamide, combinations
S01ED;Бета-адреноблокаторы
S01ED01;Timolol
S01ED02;Betaxolol
S01ED03;Levobunolol
S01ED04;Metipranolol
S01ED05;Carteolol
S01ED06;Befunolol
S01ED51;Тимолол в комбинации с другими препаратами
S01ED52;Бетаксолол в комбинации с другими препаратами
S01ED54;Метипранолол в комбинации с другими препаратами
S01ED55;Картеолол в комбинации с другими препаратами
S01EE;Аналоги простагландина
S01EE01;Latanoprost
S01EE02;Unoprostone
S01EE03;Bimatoprost
S01EE04;Travoprost
S01EE05;Tafluprost
S01EX;Прочие противоглаукомные препараты
S01EX01;Guanethidine
S01EX02;Dapiprazole
S01F;Мидриатики
S01FA;Холиноблокаторы
S01FA01;Atropine
S01FA02;Scopolamine
S01FA03;Methylscopolamine
S01FA04;Cyclopentolate
S01FA05;Homatropine
S01FA06;Tropicamide
S01FA56;Тропикамид в комбинации с другими препаратами
S01FB;Симпатомиметики (исключая противоглаукомные препараты)
S01FB01;Phenylephrine
S01FB02;Ephedrine
S01FB03;Ibopamine
S01G;Деконгестанты и противоаллергические препараты
S01GA;Симпатомиметики, применяемые в качестве деконгестантов
S01GA01;Naphazoline
S01GA02;Tetryzoline
S01GA03;Xylometazoline
S01GA04;Oxymetazoline
S01GA05;Phenylephrine
S01GA06;Oxedrine
S01GA51;Нафазолин в комбинации с другими препаратами
S01GA52;Тетризолин в комбинации с другими препаратами
S01GA53;Ксилометазолин в комбинации с другими препаратами
S01GA55;Фенилэфрин в комбинации с другими препаратами
S01GA56;Окседрин в комбинации с другими препаратами
S01GX;Прочие противоаллергические препараты
S01GX01;Cromoglicic acid
S01GX02;Levocabastine
S01GX03;Spaglumic acid
S01GX04;Nedocromil
S01GX05;Lodoxamide
S01GX06;Emedastine
S01GX07;Azelastine
S01GX08;Ketotifen
S01GX09;Olopatadine
S01GX10;Epinastine
S01GX51;Кромоглициевая кислота в комбинации с другими препаратами
S01H;Местные анестетики
S01HA;Местные анестетики
S01HA01;Cocaine
S01HA02;Oxybuprocaine
S01HA03;Tetracaine
S01HA04;Proxymetacaine
S01HA05;Procaine
S01HA06;Cinchocaine
S01HA07;Lidocaine
S01HA30;Комбинированные препараты
S01J;Диагностические препараты
S01JA;Красящие вещества
S01JA01;Fluorescein
S01JA02;Rose bengal sodium
S01JA51;Флуоресцеин в комбинации с другими препаратами
S01JX;Прочие препараты для диагностики заболеваний глаз
S01K;Препараты, используемые при хирургических вмешательствах в офтальмологии
S01KA;Вискозоэластичные соединения
S01KA01;Hyaluronic acid
S01KA02;Hypromellose
S01KA51;Гиалуроновая кислота в комбинации с другими препаратами
S01KX;Прочие препараты, используемые при хирургических вмешательствах в офтальмологии
S01KX01;Chymotrypsin
S01L;Препараты, применяемые при сосудистых нарушениях в офтальмологии
S01LA;Препараты, препятствующие неоваскуляризации
S01LA01;Verteporfin
S01LA02;Anecortave
S01LA03;Pegaptanib
S01LA04;Ranibizumab
S01LA05;Aflibercept
S01LA06;Brolucizumab
S01X;Другие препараты для лечения заболеваний глаз
S01XA;Прочие препараты для лечения заболеваний глаз
S01XA01;Guaiazulene
S01XA02;Retinol
S01XA03;Sodium chloride, hypertonic
S01XA04;Potassium iodide
S01XA05;Sodium edetate
S01XA06;Ethylmorphine
S01XA07;Alum
S01XA08;Acetylcysteine
S01XA09;Iodoheparinate
S01XA10;Inosine
S01XA11;Nandrolone
S01XA12;Dexpanthenol
S01XA13;Alteplase
S01XA14;Heparin
S01XA15;Ascorbic acid
S01XA18;Ciclosporin
S01XA20;Искусственные слезы и прочие индифферентные препараты
S01XA21;Mercaptamine
S01XA22;Ocriplasmin
S01XA23;Sirolimus
S02;Препараты для лечения заболеваний уха
S02A;Противомикробные препараты
S02AA;Противомикробные препараты
S02AA01;Chloramphenicol
S02AA02;Nitrofural
S02AA03;Boric acid
S02AA04;Aluminium acetotartrate
S02AA05;Clioquinol
S02AA06;Hydrogen peroxide
S02AA07;Neomycin
S02AA08;Tetracycline
S02AA09;Chlorhexidine
S02AA10;Acetic acid
S02AA11;Polymyxin B
S02AA12;Rifamycin
S02AA13;Miconazole
S02AA14;Gentamicin
S02AA15;Ciprofloxacin
S02AA16;Ofloxacin
S02AA30;Комбинация противомикробных препаратов
S02B;Кортикостероиды
S02BA;Кортикостероиды
S02BA01;Hydrocortisone
S02BA03;Prednisolone
S02BA06;Dexamethasone
S02BA07;Betamethasone
S02BA08;Fluocinolone acetonide
S02C;Кортикостероиды в комбинации с противомикробными препаратами
S02CA;Кортикостероиды в комбинации с противомикробными препаратами
S02CA01;Преднизолон в комбинации с противомикробными препаратами
S02CA02;Флуметазон в комбинации с противомикробными препаратами
S02CA03;Гидрокортизон в комбинации с противомикробными препаратами
S02CA04;Триамцинолон в комбинации с противомикробными препаратами
S02CA05;Флуоцинолона ацетонид в комбинации с противомикробными препаратами
S02CA06;Дексаметазон в комбинации с противомикробными препаратами
S02CA07;Флудрокортизон в комбинации с противомикробными препаратами
S02D;Другие препараты для лечения заболеваний уха
S02DA;Анальгетики и анестетики
S02DA01;Lidocaine
S02DA02;Cocaine
S02DA03;Phenazone
S02DA30;Комбинированные препараты
S02DC;Индифферентные препараты
S03;Препараты для лечения заболеваний глаз и уха
S03A;Противомикробные препараты
S03AA;Противомикробные препараты
S03AA01;Neomycin
S03AA02;Tetracycline
S03AA03;Polymyxin B
S03AA04;Chlorhexidine
S03AA05;Hexamidine
S03AA06;Gentamicin
S03AA07;Ciprofloxacin
S03AA08;Chloramphenicol
S03AA30;Комбинации противомикробных препаратов
S03B;Кортикостероиды
S03BA;Кортикостероиды
S03BA01;Dexamethasone
S03BA02;Prednisolone
S03BA03;Betamethasone
S03C;Кортикостероиды в комбинации с противомикробными препаратами
S03CA;Кортикостероиды в комбинации с противомикробными препаратами
S03CA01;Дексаметазон в комбинации с противомикробными препаратами
S03CA02;Преднизолон в комбинации с противомикробными препаратами
S03CA04;Гидрокортизон в комбинации с противомикробными препаратами
S03CA05;Флудрокортизон в комбинации с противомикробными препаратами
